i,host
B1_LZ1_2_4_28395,Merops_apiaster
D6_LZ1_2_38925,Calochortus_balsensis
B2_MZ2_2_71835,Periplaneta_americana_dataset
B2_MZ2_2_38566,Canna_indica
B2_LW1_2_115232,Pampusana_beccarii
B1_XXZ_H4_64523,Pampusana_beccarii
B1_UK_H12_261127,Rousettus_aegyptiacus
B1_NC_2_1_72736,Cosmoglyphus_oudemansi
B2_LW2_2_126704,Curcuma_longa
B1_YZ2_2_328987,Curcuma_longa
M_18_1_302404,Erodium_cicutarium
B1_UK_H7_153873,Frankliniella_intonsa_dataset
B1_TZ_H3_300210,Anania_coronata_dataset
B1_NC_2_12_130067,Scheffersomyces_segobiensis
B2_YZ5_2_29277,Chamaelirium_luteum
D7_LZ1_2_1_316563,Carpoglyphus_lactis
H_BN_2_6_442736,Santalum_album
H_BN_2_6_442736,Scurrula_parasitica
G1_XXZ1_2_2_10329,Pampusana_beccarii
M_14_2_14329,Frankliniella_intonsa_dataset
A2_YZ3_2_47551,Aptinothrips_rufus_dataset
H_BN_2_1_133650,Bombyx_mori_dataset
BN_2_9_42686,Canna_indica
H_BN_2_6_442859,Canna_indica
H-NC-1_219052,Carpoglyphus_lactis
G1_YZ_H1_160660,Rhinella_marina
G1_XXZ1_2_2_479109,Carpoglyphus_lactis
A2_LZ1_2_103721,Ailurus_styani
C1-JB1-2-2_21244,Phoenix_dactylifera
C1-JB1-2-2_73191,Zingiber_officinale
C1-YZ2-H2_118627,Ardea_alba
C1-YZ3-2-2_96159,Zingiber_officinale
C1-YZ3-2-2_12459,Euphorbia_lathyris
GA_YL1_2_1_72835,Araneus_angulatus
GD1_YZ2_2_1_326995,Bombus_bimaculatus_dataset
GH_YZ1_2_1_4623,Andrena_camellia_dataset
GL_QZ2_2_38504,Frankliniella_intonsa_dataset
GL_X2_A1_1_31183,Pampusana_beccarii
GL_X2_A1_1_39675,Actenoides_hombroni
GL_X2_A2_1_29481,Frankliniella_intonsa_dataset
GL_X2_A3_5_74510,Pampusana_beccarii
GM1_UK6_2_1_144485,Helwingia_omeiensis
GM1_YZ3_2_1_104736,Zingiber_officinale
GM1_YZ3_2_1_16168,Phoenix_dactylifera
GQ1_MZ1_2_1_47138,Succisa_pratensis
GQ1_TZ1_2_1_5720,Tanypteryx_hageni_dataset
Nd19SPW1_163728,Pleurotus_ostreatus
Nh11SPW1_87433,Aquilaria_sinensis
Nh25SPW1_43466,Coptis_teeta
Nh54SPW1_84865,Dermacentor_albipictus
Nh57SPW1_208112,Carpoglyphus_lactis
Nh58SPO1_91758,Ornithodoros_gurneyi
Nh95SPO1_125781,Cyprinus_carpio
Nq41SPO1_119943,Santalum_album
Nq41SPO1_119943,Scurrula_parasitica
X2_012_7030,Cyprinus_carpio
X3_1_34485,Cinnamomum_aromaticum
X3_1_34485,Persea_americana
XC2_LZ2_2_1_221784,Gossypium_arboreum
XC2_LZ2_2_1_250207,Talpa_europaea
XC2_LZ3_2_1_94080,Pseudeuparius_sepicola_dataset
XC3_LZ4_2_1_49915,Caloenas_nicobarica
hnSP32W1_74796,Carabus_banonii_dataset
ld44SPW1_61794,Allygidius_commutatus_dataset
X4_LQ1_2_1_74232,Andrena_camellia_dataset
BN_2_9_178741,Scheffersomyces_segobiensis
GQ2_LZ1_2_1_150393,Dipsacus_fullonum
XC3_LZ3_2_1_300808,Pergamasus_crassipes
B1_YZ_H3_73855,Leiobunum_manubriatum
Ns103SPW1_1487,Boa_constrictor
SJ1_Y1_1_157754,Gomphocerus_sibiricus_dataset
P1_LZ1_2_1_116824,Tiliqua_scincoides
B1_UK_H5_401322,Nyssa_sinensis
B1_UK_H4_97653,Alca_torda
B1_YZ_H2_163127,Chrysomya_bezziana_dataset
GL_X2_A1_1_34669,Pergamasus_crassipes
GL_YZ2_2_162945,Tanypteryx_hageni_dataset
GL_LD1_2_1_70862,Talpa_europaea
Nq24SPW3_178647,Juglans_californica
B3_LZ1_2_138249,Rana_temporaria
X3_1_72481,Erodium_cicutarium
X2_06_67693,Scheffersomyces_segobiensis
J4_YZ1_2_1_13450,Andrena_camellia_dataset
ST1_B1_1_13957,Manihot_esculenta
A1_YZ1_2_1_69315,Epicrius_mollis
M_14_2_90811,Rana_temporaria
H_NC_8_96679,Dipsacus_fullonum
G1_XZ1_2_109281,Macrotermes_natalensis_dataset
G1_XZ1_2_1_15964,Aramus_guarauna
B1_YZ_H3_70252,Crocanthemum_greenei
B1_YZ_H2_297517,Succisa_pratensis
B1_XZ_H2_89923,Cryptotermes_longicollis_dataset
B1_UK_H7_56577,Juglans_californica
B1_NC_2_2_171308,Malania_oleifera
B1_NC_2_1_134505,Periplaneta_americana_dataset
B1_NC_2_12_135323,Coptis_teeta
B1_NC_1_226266,Merops_apiaster
B1_LD1_2_1_36246,Nyssa_sinensis
C1-JB1-2-2_94540,Viviania_marifolia
C1-JB1-2-2_60165,Manihot_esculenta
C1-UK-H1_182377,Calochortus_balsensis
C1-YZ3-2-1_74952,Rana_temporaria
C1-YZ3-2-2_25093,Aquilaria_sinensis
C2-YZ4-2-1_26173,Jacana_jacana
C2-YZ4-2-1_72725,Nycticorax_caledonicus
C2-YZ5-H2_49856,Erodium_cicutarium
GA_UK16_2_98968,Andrena_camellia_dataset
GA_XX1_2_138335,Boana_sibleszi
GA_XX1_2_96495,Achipteria_coleoptrata
GD1_UK1_2_1_51729,Juglans_californica
GH_UK5_2_1_171089,Boana_sibleszi
GH_XX1_2_1_68966,Calotropis_procera
GL_XX2_2_1_142369,Erythroxylum_alaternifolium
GL_XX2_2_1_117372,Gentiana_macrophylla
GL_YZ2_2_62024,Coffea_arabica
GM1_YZ1_2_1_37677,Ameiva_ameiva
GM1_YZ2_2_1_15460,Araneus_angulatus
GM_UK1_2_1_126097,Coptis_teeta
GM_UK1_2_1_32839,Quercus_engelmannii
GM_XX1_2_1_91383,Malania_oleifera
GM_YZ4_2_1_60520,Euphorbia_lathyris
GQ1_MZ1_2_1_974,Cyprinus_carpio
J4_YZ1_2_1_105387,Curcuma_longa
J4_YZ1_2_1_180930,Rana_temporaria
L2_GC1_2_1_121763,Bartramia_longicauda
Nh12SPO4_61375,Rhinella_marina
Nh35SPW1_153605,Nematopogon_robertella_dataset
X3_3_40700,Calotropis_procera
B1_TZ_H3_56008,Phalangium_opilio
SZ1_YZ2_2_76214,Pergamasus_crassipes
Nh12SPO4_40161,Phoenix_dactylifera
GM1_UK6_2_1_187048,Andrena_camellia_dataset
H-7-1-1_312966,Cyprinus_carpio
A1_TZ1_2_40257,Periplaneta_americana_dataset
B1_NC_2_1_80191,Calotropis_procera
Nh11SPW1_67709,Gossypium_arboreum
GM_YZ2_2_1_37031,Calotropis_procera
GM1_LZ2_2_1_207222,Coffea_arabica
GM1_UK8_2_56672,Araneus_angulatus
X3_3_55114,Sipha_flava_dataset
ST1_B1_1_85500,Erythroxylum_alaternifolium
B1_XZ_H4_78954,Manis_pentadactyla
B1_UK_H10_23524,Carabus_banonii_dataset
GC_JX1_2_1_121523,Chrysomya_bezziana_dataset
SZ1_YZ2_2_107751,Caloenas_nicobarica
B2_YZ_H1_57613,Phalangium_opilio
B1_YZ_H3_150110,Adelges_abietis_dataset
G1_YZ2_2_1_50144,Heterocephalus_glaber
B1_UK_H12_322782,Scheffersomyces_segobiensis
SZ1_YZ2_2_2423,Scheffersomyces_segobiensis
GD1_LZ3_2_436046,Chrysomya_bezziana_dataset
Nd19SPW1_57069,Aptinothrips_rufus_dataset
M_70_2_1_52039,Geranium_maculatum
D1_TZ1_2_375099,Curcuma_longa
D1_LW1_2_1_133796,Frankliniella_intonsa_dataset
SZ1_YZ2_2_10255,Tripterygium_wilfordii
GW_YZ5_2_14854,Alca_torda
GW_YZ4_2_22452,Phoenix_dactylifera
GW_YZ3_2_1_148834,Carpinus_betulus
GW_QZ2_2_30623,Coffea_arabica
C2-YZ4-2-1_64836,Frankliniella_intonsa_dataset
GM1_UK9_2_28343,Canna_indica
C1-YZ2-H2_60307,Adelges_abietis_dataset
X2_YZ_1_2_1_229706,Orthetrum_coerulescens_dataset
GM1_UK5_2_1_5462,Carabus_banonii_dataset
G1_YZ3_2_1_8174,Tanypteryx_hageni_dataset
GW_YZ3_2_1_225572,Alca_torda
X2_04_173963,Tripterygium_wilfordii
GW_YZ5_2_108976,Frankliniella_intonsa_dataset
GW_XX1_2_78366,Frankliniella_intonsa_dataset
GW_QZ2_2_48533,Scheffersomyces_segobiensis
GM1_YZ3_2_1_156477,Santalum_album
GM1_YZ3_2_1_156477,Scurrula_parasitica
SZ4_YZ1_1_154592,Aptinothrips_rufus_dataset
GW_YZ4_2_5490,Caloenas_nicobarica
C2-YZ4-2-1_39851,Frankliniella_intonsa_dataset
A2_LZ1_2_84729,Areca_camarinensis
D2_LZ2_2_1_144201,Rana_temporaria
Nq24SPW3_55857,Amilenus_aurantiacus
M_9_2_187485,Alca_torda
M49_2_4_43462,Nyssa_sinensis
GQ1_YZ15_2_1_83656,Scheffersomyces_segobiensis
GL_LD1_2_1_84044,Rhinella_marina
C1-YZ2-H2_99733,Amaurobius_ferox
GQ2_LZ1_2_1_272716,Rhinella_marina
X4_GK1_2_1_30463,Rhinella_marina
GW_YZ1_2_2626,Gossypium_arboreum
GW_QZ2_2_89748,Aquilaria_sinensis
G1_YZ1_2_1_102908,Boa_constrictor
GD1_YZ2_2_1_177452,Tanypteryx_hageni_dataset
GQ1_YZ1_2_1_110056,Rana_temporaria
YQ_E1_2_213820,Manihot_esculenta
GH_YZ1_2_1_115429,Coptis_teeta
P1_LW1_2_271594,Curcuma_longa
A1_LZ1_2_147972,Manihot_esculenta
A1_YZ1_2_1_79079,Cocos_nucifera
B1_UK_H10_143201,Bombyx_mori_dataset
B1_YZ1_2_2_99844,Caloenas_nicobarica
B2_DZ1_2_1_142583,Rhinella_marina
B2_TZ_H1_384829,Canna_indica
B3_XXZ1_2_1_118394,Sipha_flava_dataset
C1-YZ1-H3_9035,Phalangium_opilio
C1-YZ2-H2_39395,Crocanthemum_greenei
C1-YZ2-H2_51748,Carpoglyphus_lactis
C1-YZ3-2-2_19939,Rhinella_marina
C2-LD1-2-3_32128,Frankliniella_intonsa_dataset
C2-YZ4-2-1_35331,Calochortus_balsensis
D3_YZ3_2_249216,Calochortus_balsensis
G1_LD_H1_324336,Frankliniella_intonsa_dataset
G1_XZ_H1_206050,Ameiva_ameiva
GL_X2_A1_1_31856,Santalum_album
GL_X2_A1_1_31856,Scurrula_parasitica
GL_YZ2_2_19396,Succisa_pratensis
GL_YZ2_2_80862,Solea_senegalensis
GM_XX1_2_1_84452,Anax_junius_dataset
GM1_LD1_2_46833,Andrena_camellia_dataset
GM1_LD1_2_95428,Aptinothrips_rufus_dataset
GQ1_UK6_2_1_53469,Araneus_angulatus
GW_HX1_2_106413,Tiliqua_scincoides
GW_YZ3_2_1_104956,Tanypteryx_hageni_dataset
GW_YZ3_2_1_137907,Bos_taurus
Nd19SPW1_52850,Canna_indica
Nh15SPW1_116358,Pampusana_beccarii
Nh57SPW1_290285,Canna_indica
Nh84SPW1_204799,Alliopsis_billbergi_dataset
Nh96SPW1_104125,Ailurus_styani
Nh96SPW1_15709,Epinephelus_lanceolatus
Nh96SPW1_199587,Alca_torda
Ns103SPW1_106351,Macrotermes_natalensis_dataset
Ns103SPW1_187139,Erodium_cicutarium
Ns115SPO1_100647,Alca_torda
Ns131SPW1_132110,Aptinothrips_rufus_dataset
Ns131SPW1_149687,Armillaria_mellea
Ns131SPW1_44531,Aptinothrips_rufus_dataset
SJ1_Z1_1_301109,Phoenix_dactylifera
X2_01_38013,Coptis_teeta
X2_026_10192,Ilex_asprella
X2_YZ_1_2_1_205247,Areca_camarinensis
X4_GS1_2_1_8177,Heterocephalus_glaber
X3_1_94255,Cinnamomum_aromaticum
X3_1_94255,Persea_americana
B1_UK_H2_55686,Orthetrum_coerulescens_dataset
C1-JB1-2-2_17823,Alca_torda
GL_DL_2_119636,Tripterygium_wilfordii
B1_YZ1_2_2_68142,Frankliniella_intonsa_dataset
GC_JX2_2_1_159406,Sipha_flava_dataset
M49_2_2_163761,Acheta_domesticus_dataset
GD2_XX1_2_1_189381,Merops_apiaster
X5_JX1_2_1_95776,Rhinella_marina
GQ2_LZ1_2_1_208968,Merops_apiaster
H-NC-1_133030,Dipsacus_fullonum
GD2_YZ1_2_1_86128,Calotropis_procera
A1_YZ1_2_1_83074,Chrysomya_bezziana_dataset
GW_YZ3_2_1_105783,Caloenas_nicobarica
GQ1_YZ1_2_1_154665,Manihot_esculenta
GL_X2_A3_5_29334,Tanypteryx_hageni_dataset
X4_QZ1_2_1_62097,Carabus_banonii_dataset
L1_YZ4_2_41423,Boana_sibleszi
ST1_B1_1_5519,Juglans_californica
B1_UK_H7_135934,Coptis_teeta
P1_XX1_2_229781,Boana_sibleszi
B1_XZ_H5_47758,Ailurus_styani
C1-YZ1-H1_94528,Pampusana_beccarii
C1-YZ1-H3_55272,Araneus_angulatus
D6_XX1_2_86769,Anax_junius_dataset
GQ2_LZ2_2_1_14757,Coptis_teeta
G1_UK_H3_343162,Anabrus_simplex_dataset
L1_YZ1_2_1_53121,Euonymus_europaeus
G1_YZ2_2_1_10096,Alca_torda
D6_XX1_2_5020,Caloenas_nicobarica
ST1_B1_1_88726,Cyrtopogon_pulchripes_dataset
D6_YZ3_2_913,Scheffersomyces_segobiensis
D6_LZ2_2_90162,Phoenix_dactylifera
Nh55SPW2_190651,Phalangium_opilio
G1_YZ1_2_2_206783,Nycticorax_caledonicus
GM_XX1_2_1_73812,Scheffersomyces_segobiensis
GM_UK4_2_1_131454,Heterocephalus_glaber
G1_BN_2_2_316483,Phalangium_opilio
B1_YZ_H2_168514,Phalangium_opilio
C1-JB1-2-2_37165,Amilenus_aurantiacus
B1_XXZ2_2_25735,Allygidius_commutatus_dataset
D3_XX1_2_1808,Succisa_pratensis
B2_YZ3_2_1_92289,Pergamasus_crassipes
B1_YZ1_1_H_164041,homo_sapiens
B1_LZ1_2_2_115563,Canna_indica
Ns115SPO1_54956,Pleurotus_ostreatus
GL_X2_A3_5_27587,Armillaria_mellea
SQ1_Z1_2_25720,Leiobunum_manubriatum
B1_TZ_H3_305663,Canna_indica
Nh55SPW2_264845,Balaeniceps_rex
C1-YZ1-H1_61810,Areca_camarinensis
D7_LZ1_2_1_150297,Pleurotus_ostreatus
D1_YZ1_2_3_95491,Alca_torda
Nh46SPW1_105099,Ailurus_styani
SJ1_Y1_1_122814,Succisa_pratensis
M49_2_4_51496,Smilax_azorica
B1_YZ_H2_231559,Chauna_torquata
B1_UK_H10_207194,Carabus_banonii_dataset
B1_LZ1_2_3_105053,Tanypteryx_hageni_dataset
X4_LQ1_2_1_148987,Rhinella_marina
B1_NC_2_12_59805,Succisa_pratensis
B1_UK_H7_143917,Carpinus_betulus
GW_YZ1_2_8996,Canna_indica
D3_YZ2_2_178604,Dipsacus_fullonum
D6_LD1_2_22574,Succisa_pratensis
A1_YZ1_2_1_2805,Anania_coronata_dataset
B2_TZ_H1_19528,Orthetrum_coerulescens_dataset
SQ1_Z1_2_195811,homo_sapiens
B1_UK_H3_374995,Epicrius_mollis
B1_TZ_H2_248184,Erodium_cicutarium
B1_UK_H12_607781,Curcuma_longa
B2_LZ1_2_1_297276,Arhopalus_rusticus_dataset
X2_011_86383,Canna_indica
B1_YZ_H2_227071,Epicrius_mollis
C2-YZ5-H2_38131,Eratigena_atrica
B1_TZ_H3_490928,Cyprinus_carpio
B1_YZ_H3_179374,Cyprinus_carpio
GA_HX1_2_113197,Allygidius_commutatus_dataset
C1-YZ4-2-2_3630,Allygidius_commutatus_dataset
B1YZ_2_4_224594,Boana_sibleszi
B2_DZ1_2_1_146093,Phalangium_opilio
G1_YZ1_2_4_205510,Zingiber_officinale
D3_UK1_2_1_3960,Aedes_aegypti
SZ1_YZ2_2_25525,Achipteria_coleoptrata
A1_YZ1_2_1_46890,Canna_indica
GD1_DY1_2_1_104832,Phoenix_dactylifera
Nh54SPW1_167010,Tanypteryx_hageni_dataset
GL_LZ1_2_45188,Anania_coronata_dataset
B1_UK_H3_459030,Achipteria_coleoptrata
Nh14SPW1_145582,Pseudeuparius_sepicola_dataset
C1-TZ-H2_156657,Sipha_flava_dataset
GW_YZ3_2_1_170752,Merops_apiaster
X2_MZ1_2_1_9777,Calotropis_procera
GD1_LZ3_2_109213,Alca_torda
SZ1_YZ2_2_46838,Tiliqua_scincoides
GD1_QZ2_2_380168,Bartramia_longicauda
hnSP32W1_71758,Coptis_teeta
Nh68SPW1_70795,Sipha_flava_dataset
GQ1_LD1_2_1_280846,Achipteria_coleoptrata
GQ1_LD1_2_1_170978,Sipha_flava_dataset
hnSP32W1_94358,Cinnamomum_aromaticum
hnSP32W1_94358,Persea_americana
hnSP32W1_121100,Aramus_guarauna
GM1_UK5_2_1_114678,Bombus_bimaculatus_dataset
SZ1_YZ2_2_62994,Pseudeuparius_sepicola_dataset
GD1_LZ3_2_377462,Rana_temporaria
GD1_LZ3_2_328972,Aquilaria_sinensis
GD1_LZ3_2_304870,Alliopsis_billbergi_dataset
GD1_LZ3_2_425601,Actenoides_hombroni
GD1_QZ2_2_122934,Orthetrum_coerulescens_dataset
SZ1_YZ2_2_63002,Malania_oleifera
GD1_LZ3_2_239351,Cocos_nucifera
GD1_QZ2_2_331838,Pergamasus_crassipes
GD1_LZ3_2_391859,Rana_temporaria
GD1_LZ3_2_174159,Periplaneta_americana_dataset
GD1_LZ2_2_79738,Ornithodoros_gurneyi
Nh84SPW1_224702,Manis_pentadactyla
Nh68SPW1_196873,Rhinella_marina
SZ1_YZ2_2_57252,Phalangium_opilio
SZ1_YZ2_2_93347,homo_sapiens
GL_YZ4_2_1_31731,Cyprinus_carpio
SZ1_YZ2_2_59611,Berberis_aquifolium
GD1_YZ2_2_1_99774,Tanypteryx_hageni_dataset
SZ1_YZ2_2_7411,Bombus_bimaculatus_dataset
GQ1_LD1_2_1_158143,Phoenix_dactylifera
GQ1_LD1_2_1_32988,Carpinus_betulus
GQ1_LD1_2_1_102976,Coptis_teeta
GQ1_LD1_2_1_243822,Coptis_teeta
D2_LZ2_2_1_24275,Gomphocerus_sibiricus_dataset
X2_05_36547,Coptis_teeta
X2_05_28471,Santalum_album
X2_05_28471,Scurrula_parasitica
X2_05_93601,Aquilaria_sinensis
P1_YZ1_2_18593,Araneus_angulatus
B2_TZ2_2_74093,Euonymus_europaeus
D7_QZ1_2_36171,Anabrus_simplex_dataset
D7_QZ1_2_29335,Tanypteryx_hageni_dataset
D7_QZ1_2_120977,Crocanthemum_greenei
B1_NC_2_1_86008,Cocos_nucifera
M_15_2_162374,Acomys_cahirinus
Nh25SPW1_146883,Alliopsis_billbergi_dataset
Nh25SPW1_232737,homo_sapiens
Nh12SPO4_100349,Pampusana_beccarii
C1-LIK-H3_211184,Actenoides_hombroni
D7_LD1_2_15431,Gentiana_macrophylla
Nh68SPW1_240564,Arhopalus_rusticus_dataset
B1_UK_H4_246636,Achipteria_coleoptrata
C1-TZ-H2_148219,Cryptotermes_longicollis_dataset
X2_011_86168,Heterocephalus_glaber
C1-YZ2-H2_55977,Pseudeuparius_sepicola_dataset
GM1_UK7_2_1_42638,Pampusana_beccarii
D3_LD1_2_1_31415,Anabrus_simplex_dataset
Nh54SPW1_124689,Sipha_flava_dataset
D3_XX1_2_168984,Chrysomya_bezziana_dataset
L1_YZ1_2_1_54709,Riparia_riparia
C1-YZ4-2-2_50978,Nycticorax_caledonicus
B1_YZ2_2_237837,Achipteria_coleoptrata
X4_JX1_2_1_142239,Cyprinus_carpio
M_83_2_1_234587,Coptis_teeta
D6_LD1_2_314177,Coptis_teeta
SZ1_YZ2_2_5361,Zingiber_officinale
B1_TZ_H3_478237,Bartramia_longicauda
Nh54SPW1_90897,Achipteria_coleoptrata
B1_YZ_H2_247876,Rana_temporaria
B1_TZ_H2_179822,Rhinella_marina
A2_YZ3_2_171016,Boa_constrictor
B1_UK_H1_84446,Eratigena_atrica
GL_YZ2_2_146739,Macrotermes_natalensis_dataset
D3_YZ2_2_31167,Pseudeuparius_sepicola_dataset
B1_XZ_H5_24631,Pergamasus_crassipes
GQ1_YZ1_2_1_89029,Coptis_teeta
D5_YZ1_2_83547,Alca_torda
SJ1_Y1_1_392614,Achipteria_coleoptrata
B1_XZ_H5_145984,Epicrius_mollis
P1_LW1_2_126512,Nyssa_sinensis
P1_TZ1_2_160889,Cyprinus_carpio
P1_JX4_2_95969,Nycticorax_caledonicus
P1_LZ3_2_217796,Achipteria_coleoptrata
X2_01_21546,Berberis_aquifolium
X3_JX1_2_1_54474,Calochortus_balsensis
A1_LZ1_2_54139,homo_sapiens
Nh11SPW1_99400,Pseudeuparius_sepicola_dataset
GH_UK5_2_1_216373,Phoenix_dactylifera
Nh25SPW1_15894,Phalangium_opilio
B1_XZ_H4_15715,Canna_indica
B1_UK_H7_167702,Anabrus_simplex_dataset
B2_LW1_2_49594,Arhopalus_rusticus_dataset
B1_LD1_2_2_125495,Canna_indica
B2_UK_H1_242556,Achipteria_coleoptrata
B2_MZ2_2_215992,Bombus_bimaculatus_dataset
B2_LZ3_2_1_62041,Carpinus_betulus
B2_YZ9_2_1_95865,Amilenus_aurantiacus
B3_YZ3_2_36028,Equus_caballus
B3_YZ1_2_89225,Eratigena_atrica
B2_JX4_2_167499,Alliopsis_billbergi_dataset
X3_3_46068,Smilax_azorica
C2-LD1-2-3_31304,Arhopalus_rusticus_dataset
Nh50SPW1_20375,Crocanthemum_greenei
X2_AZ1_2_1_54141,Sipha_flava_dataset
X2_AZ1_2_1_219650,Eurillas_virens
GW_YZ1_2_9424,Achipteria_coleoptrata
B1_XZ_H5_169334,Boana_sibleszi
B1_XXZ2_2_141790,Chrysomya_bezziana_dataset
Nh58SPO1_66554,Bombus_bimaculatus_dataset
C1-YZ3-2-2_83108,Cosmoglyphus_oudemansi
X4_LZ1_2_1_265181,Rhinella_marina
GM_XX1_2_1_150733,Carabus_banonii_dataset
GM_UK4_2_1_28960,Amilenus_aurantiacus
C2-YZ4-2-1_11328,Cyprinus_carpio
L1_YZ1_2_1_79458,Carabus_banonii_dataset
GL_X2_A1_2_232069,Smilax_azorica
M49_2_1_3947,Merops_apiaster
GQ1_YZ1_2_1_99998,Canna_indica
XC3_LZ2_2_1_4946,Zingiber_officinale
XC3_LZ2_2_1_255975,Areca_camarinensis
GL_LD_2_1_73623,Sipha_flava_dataset
C1-UK-H2_182000,Tiliqua_scincoides
C1-DZ1-2-3_33540,Chrysomya_bezziana_dataset
GM1_YZ2_2_1_68080,Leiobunum_manubriatum
A1_YZ1_2_1_14529,Chrysomya_bezziana_dataset
A1_YZ1_2_1_73819,Amilenus_aurantiacus
A1_LZ1_2_183367,Chimonanthus_praecox
A1_YZ1_2_1_67306,Achipteria_coleoptrata
A1_YZ1_2_1_27177,Gentiana_macrophylla
A1_LZ4_2_333154,Tripterygium_wilfordii
hnSP37W2_36105,Canna_indica
ld16SPW1_109346,Sipha_flava_dataset
ld16SPW1_138944,Boana_sibleszi
B1_TZ_H2_131409,Achipteria_coleoptrata
GM_YZ3_2_1_214581,Amilenus_aurantiacus
GL_DY1_2_1_43193,Merops_apiaster
X2_04_54039,Sipha_flava_dataset
hnSP32W1_19516,Pseudeuparius_sepicola_dataset
hnSP32W1_71210,Arhopalus_rusticus_dataset
hnSP32W1_70327,Ornithodoros_gurneyi
SZ1_YZ2_2_5585,Eurillas_virens
M_15_2_167463,Eurillas_virens
GQ1_LD1_2_1_11528,Phylloscopus_plumbeitarsus
GQ1_LD1_2_1_254510,Achipteria_coleoptrata
Nh25SPW1_99395,Alca_torda
B1_UK_H1_271383,Areca_camarinensis
M_53_2_1_395796,Sipha_flava_dataset
A2_YL1_2_16693,Coptis_teeta
A2_YL1_2_90345,Carabus_banonii_dataset
A1_LZ2_2_134149,Periplaneta_americana_dataset
Nd21SPO2_28551,Araneus_angulatus
J5_LD1_2_123303,Ardea_alba
J4_YZ2_2_1_176162,Amilenus_aurantiacus
B1_NC_2_1_62765,Amilenus_aurantiacus
GA_YL1_2_1_99914,Chauna_torquata
G1_YZ1_2_2_244143,Rhinella_marina
H_NC_4_15446,Tanypteryx_hageni_dataset
A2_XX2_2_305034,Calochortus_balsensis
B2_YZ_H1_48263,Sipha_flava_dataset
SJ1_Z1_1_379777,Bombus_bimaculatus_dataset
BN_2_9_182609,Merops_apiaster
BN_2_10_45865,Phoenix_dactylifera
L2_BC1_2_1_251674,Cyrtopogon_pulchripes_dataset
GH_XZ1_2_1_153034,Sipha_flava_dataset
C2-LD1-2-3_76305,Gentiana_macrophylla
J4_YZ1_2_73981,Arhopalus_rusticus_dataset
GW_YZ4_2_105797,Allygidius_commutatus_dataset
L1_YZ1_2_1_78088,Rousettus_aegyptiacus
J4_YZ1_2_119336,Gomphocerus_sibiricus_dataset
B2_QZ1_2_1_70034,Actenoides_hombroni
X4_LZ2_2_1_45240,Sipha_flava_dataset
B3_YZ3_2_80655,Calotropis_procera
GM_YZ4_2_1_41031,Cinnamomum_aromaticum
GM_YZ4_2_1_41031,Persea_americana
B1_UK_H4_86160,Merops_apiaster
GQ1_UK2_2_1_138954,Areca_camarinensis
X3_1_87640,Tripterygium_wilfordii
X2_012_13040,Periplaneta_americana_dataset
X2_010_168018,Periplaneta_americana_dataset
G1_YZ3_2_1_102650,Erythroxylum_alaternifolium
G1_YZ3_2_1_33840,Arhopalus_rusticus_dataset
D7_QZ1_2_97383,Ardea_alba
B1_UK_H12_558287,Macrotermes_natalensis_dataset
Nh57SPW1_91225,Aquilaria_sinensis
C1-DZ1-2-3_50274,Manis_pentadactyla
D7_LZ2_2_121735,Actenoides_hombroni
Nh53SPW1_26965,Sipha_flava_dataset
GQ2_UK4_2_1_78905,Rhinella_marina
GQ2_UK4_2_1_61142,Merops_apiaster
GQ2_UK4_2_1_127659,Gallus_gallus
D7_DY1_2_1_32,Smilax_azorica
ST1_B1_1_18110,Aptinothrips_rufus_dataset
ST1_B1_1_77838,Pseudeuparius_sepicola_dataset
D3_XX1_2_68948,Armillaria_mellea
A1_TZ1_2_242384,Coptis_teeta
GL_LD2_2_1_209701,Juglans_californica
B1_UK_H1_477148,Crocanthemum_greenei
D7_XX1_2_83627,Pseudeuparius_sepicola_dataset
D3_YZ2_2_57788,Eratigena_atrica
B1_TZ_H3_366611,Pampusana_beccarii
D3_XX1_2_31324,Frankliniella_intonsa_dataset
G1_XZ_H1_24324,Coptis_teeta
SJ1_Y1_1_443660,Chrysomya_bezziana_dataset
SJ1_Y1_1_279863,Cyrtopogon_pulchripes_dataset
D3_XX1_2_105233,Talpa_europaea
B2_YZ4_2_1_147189,Araneus_angulatus
GW_YZ4_2_60808,Coptis_teeta
B1_XXZ2_2_71356,Carpinus_betulus
B1_YZ_H3_169876,Macrotermes_natalensis_dataset
hnSP32W1_110489,Sambucus_nigra
C1-TZ-H2_14497,Pseudeuparius_sepicola_dataset
X2_JG1_2_1_15494,Cinnamomum_aromaticum
X2_JG1_2_1_15494,Persea_americana
B1_UK_H1_305076,Cosmoglyphus_oudemansi
Nh12SPO4_136315,Merops_apiaster
XC2_WZ1_2_1_38668,Coptis_teeta
GM_XX2_2_1_45114,Sipha_flava_dataset
C1-YZ1-H3_108088,Heterocephalus_glaber
B1_NC_2_1_74973,Coffea_arabica
XC2_WZ1_2_1_106883,Chamaelirium_luteum
XC2_WZ1_2_1_90352,Crocanthemum_greenei
Nd21SPO2_51448,homo_sapiens
GL_YZ2_2_1_99604,Phylloscopus_plumbeitarsus
GL_YZ2_2_1_2486,Sipha_flava_dataset
GL_LD2_2_1_215992,Streptopelia_turtur
XC2_YZ1_2_1_48707,Arhopalus_rusticus_dataset
